case_name,geom_name,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3,alt_kft,Re,M_inf,alpha_deg,beta_deg,CD,CL,Cmy
case_4231,geom_423,150.9,111.2,305.1,1000.0,606.6,244.7,82.56,48.81,45.32,29.48,34.82,6344000.0,0.1808,-5.141,0.0,0.0109358,-0.101299,0.0341035
case_4232,geom_423,150.9,111.2,305.1,1000.0,606.6,244.7,82.56,48.81,45.32,29.48,15.05,12110000.0,0.2038,7.717,0.0,0.015015,0.158699,-0.0539611
case_4233,geom_423,150.9,111.2,305.1,1000.0,606.6,244.7,82.56,48.81,45.32,29.48,39.2,19480000.0,0.3451,17.54,0.0,0.0749402,0.246011,-0.0926492
case_4235,geom_423,150.9,111.2,305.1,1000.0,606.6,244.7,82.56,48.81,45.32,29.48,19.47,2924000.0,0.08363,-3.825,0.0,0.0164943,-0.0747861,0.0254078
case_4236,geom_423,150.9,111.2,305.1,1000.0,606.6,244.7,82.56,48.81,45.32,29.48,24.05,6744000.0,0.3178,12.63,0.0,0.0290736,0.238427,-0.0799564
case_4237,geom_423,150.9,111.2,305.1,1000.0,606.6,244.7,82.56,48.81,45.32,29.48,6.773,17310000.0,0.1369,16.87,0.0,0.0530491,0.302675,-0.103062
case_4238,geom_423,150.9,111.2,305.1,1000.0,606.6,244.7,82.56,48.81,45.32,29.48,0.9405,1918000.0,0.3888,2.512,0.0,0.00805732,0.0539441,-0.0183407
case_4239,geom_423,150.9,111.2,305.1,1000.0,606.6,244.7,82.56,48.81,45.32,29.48,10.03,76650000.0,0.4394,-0.962,0.0,0.00328128,-0.0180669,0.00591801
case_4240,geom_424,153.3,110.7,209.6,1000.0,837.6,264.7,85.21,53.36,58.36,38.18,12.99,25160000.0,0.3957,2.523,0.0,0.00493439,0.0447149,-0.018021
case_4241,geom_424,153.3,110.7,209.6,1000.0,837.6,264.7,85.21,53.36,58.36,38.18,32.6,15030000.0,0.2089,17.17,0.0,0.0539479,0.264177,-0.109735
case_4242,geom_424,153.3,110.7,209.6,1000.0,837.6,264.7,85.21,53.36,58.36,38.18,5.816,2917000.0,0.4248,-6.95,0.0,0.0128931,-0.11599,0.0463373
case_4243,geom_424,153.3,110.7,209.6,1000.0,837.6,264.7,85.21,53.36,58.36,38.18,36.8,2270000.0,0.1146,11.4,0.0,0.030735,0.192043,-0.0788824
case_4244,geom_424,153.3,110.7,209.6,1000.0,837.6,264.7,85.21,53.36,58.36,38.18,3.88,25540000.0,0.2617,-8.985,0.0,0.0155864,-0.150412,0.0603779
case_4245,geom_424,153.3,110.7,209.6,1000.0,837.6,264.7,85.21,53.36,58.36,38.18,17.92,11150000.0,0.4963,6.686,0.0,0.0106366,0.119629,-0.0483893
case_4246,geom_424,153.3,110.7,209.6,1000.0,837.6,264.7,85.21,53.36,58.36,38.18,31.84,8626000.0,0.1633,15.33,0.0,0.0425246,0.253656,-0.104532
case_4248,geom_424,153.3,110.7,209.6,1000.0,837.6,264.7,85.21,53.36,58.36,38.18,25.08,5994000.0,0.07065,1.885,0.0,0.0172163,0.0338729,-0.0140171
case_4249,geom_424,153.3,110.7,209.6,1000.0,837.6,264.7,85.21,53.36,58.36,38.18,22.1,41770000.0,0.357,-3.436,0.0,0.00528465,-0.0577432,0.0228993
case_4250,geom_425,119.2,53.15,528.5,1000.0,558.3,265.5,67.01,43.04,57.88,35.71,10.48,5320000.0,0.379,11.07,0.0,0.0216863,0.222795,-0.0766249
case_4251,geom_425,119.2,53.15,528.5,1000.0,558.3,265.5,67.01,43.04,57.88,35.71,20.96,16370000.0,0.1798,-3.874,0.0,0.00998602,-0.0770632,0.0269621
case_4252,geom_425,119.2,53.15,528.5,1000.0,558.3,265.5,67.01,43.04,57.88,35.71,17.21,5970000.0,0.116,-4.071,0.0,0.0135335,-0.0804034,0.0282315
case_4253,geom_425,119.2,53.15,528.5,1000.0,558.3,265.5,67.01,43.04,57.88,35.71,4.713,12270000.0,0.3309,17.16,0.0,0.0516839,0.283442,-0.0951382
case_4254,geom_425,119.2,53.15,528.5,1000.0,558.3,265.5,67.01,43.04,57.88,35.71,37.27,12720000.0,0.2858,14.2,0.0,0.0321055,0.265399,-0.0901125
case_4256,geom_425,119.2,53.15,528.5,1000.0,558.3,265.5,67.01,43.04,57.88,35.71,2.944,34460000.0,0.2712,0.177,0.0,0.00519775,0.00958359,-0.00362097
case_4257,geom_425,119.2,53.15,528.5,1000.0,558.3,265.5,67.01,43.04,57.88,35.71,32.04,2437000.0,0.06621,-9.94,0.0,0.0310749,-0.192874,0.0678259
case_4258,geom_425,119.2,53.15,528.5,1000.0,558.3,265.5,67.01,43.04,57.88,35.71,24.27,13390000.0,0.4935,7.57,0.0,0.0129558,0.176336,-0.0624232
case_4260,geom_426,102.5,189.9,438.8,1000.0,637.4,216.3,60.16,42.49,50.47,26.58,4.204,2522000.0,0.3517,-1.789,0.0,0.00670845,-0.04307,0.0158325
case_4261,geom_426,102.5,189.9,438.8,1000.0,637.4,216.3,60.16,42.49,50.47,26.58,37.01,7449000.0,0.1064,18.4,0.0,0.0751713,0.366447,-0.134103
case_4262,geom_426,102.5,189.9,438.8,1000.0,637.4,216.3,60.16,42.49,50.47,26.58,32.1,4036000.0,0.3948,-8.547,0.0,0.0164391,-0.197998,0.0721915
case_4263,geom_426,102.5,189.9,438.8,1000.0,637.4,216.3,60.16,42.49,50.47,26.58,12.68,5510000.0,0.1421,3.798,0.0,0.0122977,0.10009,-0.0376429
case_4264,geom_426,102.5,189.9,438.8,1000.0,637.4,216.3,60.16,42.49,50.47,26.58,20.91,38720000.0,0.4503,9.573,0.0,0.0245346,0.208902,-0.0750553
case_4265,geom_426,102.5,189.9,438.8,1000.0,637.4,216.3,60.16,42.49,50.47,26.58,0.753,9503000.0,0.08802,-6.934,0.0,0.02178,-0.166752,0.0617938
case_4266,geom_426,102.5,189.9,438.8,1000.0,637.4,216.3,60.16,42.49,50.47,26.58,10.53,26690000.0,0.1873,1.932,0.0,0.00806518,0.0538476,-0.0204227
case_4267,geom_426,102.5,189.9,438.8,1000.0,637.4,216.3,60.16,42.49,50.47,26.58,28.08,36380000.0,0.4564,16.59,0.0,0.0737058,0.257454,-0.0986411
case_4268,geom_426,102.5,189.9,438.8,1000.0,637.4,216.3,60.16,42.49,50.47,26.58,17.8,14810000.0,0.2744,11.41,0.0,0.0261959,0.266125,-0.097042
case_4269,geom_426,102.5,189.9,438.8,1000.0,637.4,216.3,60.16,42.49,50.47,26.58,25.75,15820000.0,0.2879,5.758,0.0,0.0105627,0.152446,-0.0571414
case_4272,geom_427,160.4,179.0,284.0,1000.0,810.3,237.8,72.75,44.74,59.09,33.66,17.53,8036000.0,0.09402,7.247,0.0,0.0258734,0.185773,-0.0837151
case_4273,geom_427,160.4,179.0,284.0,1000.0,810.3,237.8,72.75,44.74,59.09,33.66,15.88,51150000.0,0.4178,11.86,0.0,0.042062,0.233516,-0.102146
case_4274,geom_427,160.4,179.0,284.0,1000.0,810.3,237.8,72.75,44.74,59.09,33.66,28.33,15540000.0,0.1965,9.494,0.0,0.0244741,0.24328,-0.109212
case_4275,geom_427,160.4,179.0,284.0,1000.0,810.3,237.8,72.75,44.74,59.09,33.66,36.34,7241000.0,0.3529,-4.01,0.0,0.00958617,-0.103239,0.0461776
case_4277,geom_427,160.4,179.0,284.0,1000.0,810.3,237.8,72.75,44.74,59.09,33.66,4.251,4963000.0,0.1259,3.657,0.0,0.0162588,0.0950133,-0.0428233
case_4278,geom_427,160.4,179.0,284.0,1000.0,810.3,237.8,72.75,44.74,59.09,33.66,35.97,9642000.0,0.14,15.1,0.0,0.0630515,0.33807,-0.150761
case_4279,geom_427,160.4,179.0,284.0,1000.0,810.3,237.8,72.75,44.74,59.09,33.66,0.9035,1389000.0,0.2492,-0.2781,0.0,0.0105458,-0.00507634,0.00201717
case_4280,geom_428,128.0,149.2,595.2,1000.0,560.0,238.8,89.03,45.2,48.41,29.32,38.35,16900000.0,0.2894,-9.199,0.0,0.0194281,-0.289364,0.115904
case_4282,geom_428,128.0,149.2,595.2,1000.0,560.0,238.8,89.03,45.2,48.41,29.32,24.07,13160000.0,0.1488,15.56,0.0,0.0722299,0.374406,-0.144718
case_4283,geom_428,128.0,149.2,595.2,1000.0,560.0,238.8,89.03,45.2,48.41,29.32,5.862,1251000.0,0.07866,-3.482,0.0,0.0227563,-0.0997119,0.0399149
case_4284,geom_428,128.0,149.2,595.2,1000.0,560.0,238.8,89.03,45.2,48.41,29.32,3.96,56710000.0,0.2743,9.712,0.0,0.0233892,0.301048,-0.120077
case_4285,geom_428,128.0,149.2,595.2,1000.0,560.0,238.8,89.03,45.2,48.41,29.32,16.87,18940000.0,0.2271,3.555,0.0,0.00978929,0.122508,-0.0500952
case_4286,geom_428,128.0,149.2,595.2,1000.0,560.0,238.8,89.03,45.2,48.41,29.32,14.15,9605000.0,0.473,0.4933,0.0,0.00562847,0.0259565,-0.0111568
case_4288,geom_428,128.0,149.2,595.2,1000.0,560.0,238.8,89.03,45.2,48.41,29.32,10.59,23930000.0,0.4291,-5.473,0.0,0.00940349,-0.183925,0.0744679
case_4290,geom_429,142.6,155.9,574.9,1000.0,635.1,206.8,66.69,52.89,40.15,34.96,9.539,14940000.0,0.1185,1.006,0.0,0.0131643,0.0373966,-0.0165193
case_4291,geom_429,142.6,155.9,574.9,1000.0,635.1,206.8,66.69,52.89,40.15,34.96,19.39,3364000.0,0.2887,2.189,0.0,0.00903325,0.074846,-0.0327282
case_4294,geom_429,142.6,155.9,574.9,1000.0,635.1,206.8,66.69,52.89,40.15,34.96,37.45,15380000.0,0.3326,7.852,0.0,0.0165484,0.244317,-0.103831
case_4295,geom_429,142.6,155.9,574.9,1000.0,635.1,206.8,66.69,52.89,40.15,34.96,33.16,15300000.0,0.2083,-3.765,0.0,0.0099944,-0.106766,0.0451349
case_4296,geom_429,142.6,155.9,574.9,1000.0,635.1,206.8,66.69,52.89,40.15,34.96,6.01,24490000.0,0.2386,11.39,0.0,0.0320876,0.317858,-0.131388
case_4298,geom_429,142.6,155.9,574.9,1000.0,635.1,206.8,66.69,52.89,40.15,34.96,23.89,8595000.0,0.1694,-6.506,0.0,0.0161895,-0.184256,0.0778129
case_4299,geom_429,142.6,155.9,574.9,1000.0,635.1,206.8,66.69,52.89,40.15,34.96,14.72,1231000.0,0.05026,17.67,0.0,0.0987912,0.447911,-0.190246
case_4300,geom_430,194.6,179.4,422.5,1000.0,609.2,250.5,84.65,44.2,50.67,26.83,20.04,16890000.0,0.3452,-8.114,0.0,0.0196789,-0.289735,0.124636
case_4301,geom_430,194.6,179.4,422.5,1000.0,609.2,250.5,84.65,44.2,50.67,26.83,31.45,24050000.0,0.4386,3.319,0.0,0.00751663,0.131785,-0.057957
case_4303,geom_430,194.6,179.4,422.5,1000.0,609.2,250.5,84.65,44.2,50.67,26.83,2.885,33960000.0,0.1922,-6.083,0.0,0.0165202,-0.208545,0.0893538
case_4304,geom_430,194.6,179.4,422.5,1000.0,609.2,250.5,84.65,44.2,50.67,26.83,4.728,19420000.0,0.09542,5.145,0.0,0.0227547,0.182337,-0.0790746
case_4305,geom_430,194.6,179.4,422.5,1000.0,609.2,250.5,84.65,44.2,50.67,26.83,25.82,31940000.0,0.3916,12.18,0.0,0.0544596,0.301977,-0.125824
case_4306,geom_430,194.6,179.4,422.5,1000.0,609.2,250.5,84.65,44.2,50.67,26.83,37.48,578800.0,0.264,18.18,0.0,0.123637,0.437759,-0.192407
case_4307,geom_430,194.6,179.4,422.5,1000.0,609.2,250.5,84.65,44.2,50.67,26.83,17.81,2573000.0,0.06598,1.655,0.0,0.0259582,0.0606052,-0.0264149
case_4308,geom_430,194.6,179.4,422.5,1000.0,609.2,250.5,84.65,44.2,50.67,26.83,32.73,18940000.0,0.4905,10.87,0.0,0.0446563,0.279085,-0.114778
case_4309,geom_430,194.6,179.4,422.5,1000.0,609.2,250.5,84.65,44.2,50.67,26.83,8.269,5881000.0,0.2872,15.63,0.0,0.0831721,0.411905,-0.175713
case_4310,geom_431,189.8,146.8,505.4,1000.0,738.6,230.2,84.12,56.05,58.11,32.74,9.17,5075000.0,0.1191,4.125,0.0,0.0194033,0.142901,-0.0802755
case_4311,geom_431,189.8,146.8,505.4,1000.0,738.6,230.2,84.12,56.05,58.11,32.74,35.5,8037000.0,0.1415,-4.961,0.0,0.0183724,-0.157777,0.0870299
case_4312,geom_431,189.8,146.8,505.4,1000.0,738.6,230.2,84.12,56.05,58.11,32.74,26.01,3603000.0,0.06702,-9.185,0.0,0.0452219,-0.287232,0.158152
case_4313,geom_431,189.8,146.8,505.4,1000.0,738.6,230.2,84.12,56.05,58.11,32.74,31.02,4085000.0,0.3268,8.13,0.0,0.0233588,0.2695,-0.150149
case_4314,geom_431,189.8,146.8,505.4,1000.0,738.6,230.2,84.12,56.05,58.11,32.74,18.0,17470000.0,0.3823,14.33,0.0,0.0593812,0.385037,-0.205415
case_4315,geom_431,189.8,146.8,505.4,1000.0,738.6,230.2,84.12,56.05,58.11,32.74,36.38,8552000.0,0.2119,-1.067,0.0,0.0106074,-0.0297909,0.0159412
case_4316,geom_431,189.8,146.8,505.4,1000.0,738.6,230.2,84.12,56.05,58.11,32.74,13.52,5495000.0,0.4475,11.5,0.0,0.0418212,0.329478,-0.177204
case_4317,geom_431,189.8,146.8,505.4,1000.0,738.6,230.2,84.12,56.05,58.11,32.74,20.67,35270000.0,0.3087,5.789,0.0,0.0132202,0.205784,-0.115926
case_4318,geom_431,189.8,146.8,505.4,1000.0,738.6,230.2,84.12,56.05,58.11,32.74,4.857,90570000.0,0.4877,19.41,0.0,0.139861,0.435081,-0.245153
case_4320,geom_432,168.1,141.6,515.7,1000.0,732.7,257.8,64.01,52.95,56.58,24.46,31.99,1038000.0,0.06578,-1.285,0.0,0.0266649,-0.0346215,0.0164324
case_4323,geom_432,168.1,141.6,515.7,1000.0,732.7,257.8,64.01,52.95,56.58,24.46,26.49,9499000.0,0.1345,10.16,0.0,0.0339684,0.318624,-0.154384
case_4324,geom_432,168.1,141.6,515.7,1000.0,732.7,257.8,64.01,52.95,56.58,24.46,13.26,2687000.0,0.3509,-0.7524,0.0,0.0099252,-0.0180121,0.00824244
case_4326,geom_432,168.1,141.6,515.7,1000.0,732.7,257.8,64.01,52.95,56.58,24.46,16.98,19530000.0,0.2642,7.149,0.0,0.0172419,0.239884,-0.117215
case_4327,geom_432,168.1,141.6,515.7,1000.0,732.7,257.8,64.01,52.95,56.58,24.46,0.2861,25950000.0,0.1404,-4.051,0.0,0.0148614,-0.124316,0.0599623
case_4329,geom_432,168.1,141.6,515.7,1000.0,732.7,257.8,64.01,52.95,56.58,24.46,34.06,11670000.0,0.48,18.64,0.0,0.127208,0.369128,-0.191145
case_4330,geom_433,111.5,139.4,649.1,1000.0,703.0,219.3,81.46,45.57,57.45,32.45,36.39,16310000.0,0.243,-4.342,0.0,0.00917354,-0.119015,0.0543704
case_4331,geom_433,111.5,139.4,649.1,1000.0,703.0,219.3,81.46,45.57,57.45,32.45,21.43,25410000.0,0.296,8.289,0.0,0.0166548,0.248019,-0.11465
case_4332,geom_433,111.5,139.4,649.1,1000.0,703.0,219.3,81.46,45.57,57.45,32.45,6.99,10890000.0,0.1719,-1.137,0.0,0.0093416,-0.0242384,0.0106121
case_4333,geom_433,111.5,139.4,649.1,1000.0,703.0,219.3,81.46,45.57,57.45,32.45,32.82,16230000.0,0.4011,17.97,0.0,0.0814986,0.332046,-0.145995
case_4335,geom_433,111.5,139.4,649.1,1000.0,703.0,219.3,81.46,45.57,57.45,32.45,19.65,4001000.0,0.2087,15.98,0.0,0.06256,0.335161,-0.146182
case_4336,geom_433,111.5,139.4,649.1,1000.0,703.0,219.3,81.46,45.57,57.45,32.45,24.82,49150000.0,0.4833,13.47,0.0,0.0556849,0.247214,-0.105735
case_4337,geom_433,111.5,139.4,649.1,1000.0,703.0,219.3,81.46,45.57,57.45,32.45,30.4,2903000.0,0.131,0.585,0.0,0.0130278,0.0247823,-0.0119197
case_4338,geom_433,111.5,139.4,649.1,1000.0,703.0,219.3,81.46,45.57,57.45,32.45,1.627,7250000.0,0.3271,6.541,0.0,0.0144754,0.194324,-0.0900897
case_4339,geom_433,111.5,139.4,649.1,1000.0,703.0,219.3,81.46,45.57,57.45,32.45,12.08,9429000.0,0.07909,3.27,0.0,0.0199466,0.0998508,-0.0464777
case_4340,geom_434,135.9,181.5,573.3,1000.0,710.7,210.7,88.66,59.64,54.53,28.08,0.9715,5202000.0,0.1137,10.51,0.0,0.0378098,0.319119,-0.172373
case_4344,geom_434,135.9,181.5,573.3,1000.0,710.7,210.7,88.66,59.64,54.53,28.08,4.235,20960000.0,0.3194,18.57,0.0,0.116081,0.378822,-0.2059
case_4346,geom_434,135.9,181.5,573.3,1000.0,710.7,210.7,88.66,59.64,54.53,28.08,12.71,21980000.0,0.1407,14.61,0.0,0.0672079,0.378769,-0.200854
case_4347,geom_434,135.9,181.5,573.3,1000.0,710.7,210.7,88.66,59.64,54.53,28.08,28.07,11650000.0,0.4157,13.25,0.0,0.0629382,0.269905,-0.141886
case_4348,geom_434,135.9,181.5,573.3,1000.0,710.7,210.7,88.66,59.64,54.53,28.08,36.33,445300.0,0.2677,-3.825,0.0,0.0154549,-0.111487,0.0600635
case_4349,geom_434,135.9,181.5,573.3,1000.0,710.7,210.7,88.66,59.64,54.53,28.08,32.01,28290000.0,0.3748,5.004,0.0,0.0101313,0.183497,-0.101993
case_4350,geom_435,145.4,65.88,534.3,1000.0,603.5,212.4,74.6,46.37,49.62,28.82,23.89,11980000.0,0.3159,-3.33,0.0,0.00637977,-0.0711695,0.0240129
case_4351,geom_435,145.4,65.88,534.3,1000.0,603.5,212.4,74.6,46.37,49.62,28.82,11.6,9187000.0,0.06775,3.133,0.0,0.0200372,0.0752243,-0.0261588
case_4352,geom_435,145.4,65.88,534.3,1000.0,603.5,212.4,74.6,46.37,49.62,28.82,33.23,8683000.0,0.4383,12.48,0.0,0.0327445,0.217394,-0.0712885
case_4353,geom_435,145.4,65.88,534.3,1000.0,603.5,212.4,74.6,46.37,49.62,28.82,0.9231,626500.0,0.2077,-7.4,0.0,0.0168765,-0.14874,0.0501223
case_4354,geom_435,145.4,65.88,534.3,1000.0,603.5,212.4,74.6,46.37,49.62,28.82,39.92,8095000.0,0.1798,15.73,0.0,0.0473094,0.278402,-0.093428
case_4355,geom_435,145.4,65.88,534.3,1000.0,603.5,212.4,74.6,46.37,49.62,28.82,14.47,12450000.0,0.4086,-5.793,0.0,0.00865222,-0.129538,0.0438311
case_4356,geom_435,145.4,65.88,534.3,1000.0,603.5,212.4,74.6,46.37,49.62,28.82,28.23,12680000.0,0.1295,5.267,0.0,0.0140247,0.124463,-0.0430724
case_4357,geom_435,145.4,65.88,534.3,1000.0,603.5,212.4,74.6,46.37,49.62,28.82,25.58,20550000.0,0.3584,0.1108,0.0,0.00519418,0.00918552,-0.00344387
case_4358,geom_435,145.4,65.88,534.3,1000.0,603.5,212.4,74.6,46.37,49.62,28.82,18.34,42960000.0,0.4732,18.62,0.0,0.0812455,0.239837,-0.0869515
case_4359,geom_435,145.4,65.88,534.3,1000.0,603.5,212.4,74.6,46.37,49.62,28.82,4.891,25810000.0,0.2732,10.26,0.0,0.0191609,0.221376,-0.0746696
case_4361,geom_436,138.9,115.0,495.6,1000.0,760.8,246.9,67.68,44.62,43.79,34.2,8.293,73590000.0,0.4371,-5.417,0.0,0.0081606,-0.149812,0.0542055
case_4362,geom_436,138.9,115.0,495.6,1000.0,760.8,246.9,67.68,44.62,43.79,34.2,0.8504,17950000.0,0.1602,15.34,0.0,0.056723,0.350141,-0.124337
case_4363,geom_436,138.9,115.0,495.6,1000.0,760.8,246.9,67.68,44.62,43.79,34.2,6.53,23700000.0,0.3861,18.26,0.0,0.0943744,0.305834,-0.116153
case_4364,geom_436,138.9,115.0,495.6,1000.0,760.8,246.9,67.68,44.62,43.79,34.2,35.38,19140000.0,0.2854,13.23,0.0,0.0390781,0.328544,-0.116765
case_4365,geom_436,138.9,115.0,495.6,1000.0,760.8,246.9,67.68,44.62,43.79,34.2,28.22,333200.0,0.0761,-0.01905,0.0,0.025376,0.00476515,-0.00195149
case_4366,geom_436,138.9,115.0,495.6,1000.0,760.8,246.9,67.68,44.62,43.79,34.2,38.98,9337000.0,0.22,-7.399,0.0,0.0154809,-0.187228,0.0671674
case_4367,geom_436,138.9,115.0,495.6,1000.0,760.8,246.9,67.68,44.62,43.79,34.2,24.53,8563000.0,0.275,-2.379,0.0,0.00780446,-0.0571228,0.0202441
case_4368,geom_436,138.9,115.0,495.6,1000.0,760.8,246.9,67.68,44.62,43.79,34.2,20.82,33950000.0,0.4777,9.136,0.0,0.0231946,0.229819,-0.0800509
case_4369,geom_436,138.9,115.0,495.6,1000.0,760.8,246.9,67.68,44.62,43.79,34.2,17.37,15090000.0,0.1389,3.918,0.0,0.0133105,0.108874,-0.0399131
case_4370,geom_437,184.9,192.8,353.3,1000.0,737.1,229.6,67.74,42.44,50.95,33.51,17.56,16370000.0,0.3332,-5.19,0.0,0.0109697,-0.16311,0.0682247
case_4371,geom_437,184.9,192.8,353.3,1000.0,737.1,229.6,67.74,42.44,50.95,33.51,13.65,8473000.0,0.2637,-2.68,0.0,0.00899208,-0.0805821,0.0334078
case_4372,geom_437,184.9,192.8,353.3,1000.0,737.1,229.6,67.74,42.44,50.95,33.51,24.9,5815000.0,0.1745,15.76,0.0,0.078634,0.382716,-0.15701
case_4373,geom_437,184.9,192.8,353.3,1000.0,737.1,229.6,67.74,42.44,50.95,33.51,22.85,26360000.0,0.2869,3.211,0.0,0.00846584,0.10615,-0.0450695
case_4374,geom_437,184.9,192.8,353.3,1000.0,737.1,229.6,67.74,42.44,50.95,33.51,3.548,368800.0,0.1152,11.16,0.0,0.0499703,0.306026,-0.126312
case_4375,geom_437,184.9,192.8,353.3,1000.0,737.1,229.6,67.74,42.44,50.95,33.51,29.12,17300000.0,0.1968,9.701,0.0,0.0278439,0.298133,-0.124808
case_4376,geom_437,184.9,192.8,353.3,1000.0,737.1,229.6,67.74,42.44,50.95,33.51,8.445,42230000.0,0.3968,-0.2602,0.0,0.00481515,-0.00497142,0.0017111
case_4377,geom_437,184.9,192.8,353.3,1000.0,737.1,229.6,67.74,42.44,50.95,33.51,33.8,2704000.0,0.06935,-9.066,0.0,0.0413324,-0.270376,0.113739
case_4378,geom_437,184.9,192.8,353.3,1000.0,737.1,229.6,67.74,42.44,50.95,33.51,6.684,81760000.0,0.4825,19.58,0.0,0.140306,0.432777,-0.195588
case_4380,geom_438,121.3,85.88,556.0,1000.0,720.6,270.7,71.23,59.12,49.89,36.24,39.85,3340000.0,0.09604,17.43,0.0,0.0778588,0.367364,-0.163714
case_4381,geom_438,121.3,85.88,556.0,1000.0,720.6,270.7,71.23,59.12,49.89,36.24,29.99,13100000.0,0.198,2.988,0.0,0.00940437,0.0860088,-0.0396923
case_4382,geom_438,121.3,85.88,556.0,1000.0,720.6,270.7,71.23,59.12,49.89,36.24,17.2,21180000.0,0.4163,10.01,0.0,0.0246215,0.257797,-0.114729
case_4383,geom_438,121.3,85.88,556.0,1000.0,720.6,270.7,71.23,59.12,49.89,36.24,11.01,3347000.0,0.2776,1.307,0.0,0.00920213,0.0408819,-0.0190775
case_4384,geom_438,121.3,85.88,556.0,1000.0,720.6,270.7,71.23,59.12,49.89,36.24,21.12,43880000.0,0.3518,14.51,0.0,0.0582067,0.265802,-0.115675
case_4385,geom_438,121.3,85.88,556.0,1000.0,720.6,270.7,71.23,59.12,49.89,36.24,32.13,5413000.0,0.07457,-1.212,0.0,0.0186716,-0.024643,0.0109797
case_4386,geom_438,121.3,85.88,556.0,1000.0,720.6,270.7,71.23,59.12,49.89,36.24,6.054,18780000.0,0.1424,7.005,0.0,0.0176483,0.187671,-0.0859729
case_4387,geom_438,121.3,85.88,556.0,1000.0,720.6,270.7,71.23,59.12,49.89,36.24,27.7,5320000.0,0.4556,12.26,0.0,0.0373615,0.283257,-0.12447
case_4388,geom_438,121.3,85.88,556.0,1000.0,720.6,270.7,71.23,59.12,49.89,36.24,15.91,11010000.0,0.2501,-6.101,0.0,0.0116796,-0.153734,0.0695613
case_4390,geom_439,194.0,66.08,201.9,1000.0,802.8,192.2,88.46,41.7,57.28,33.96,14.23,12600000.0,0.2485,8.548,0.0,0.0145361,0.132931,-0.0407921
case_4391,geom_439,194.0,66.08,201.9,1000.0,802.8,192.2,88.46,41.7,57.28,33.96,31.87,839300.0,0.05788,5.351,0.0,0.030993,0.084268,-0.0273276
case_4392,geom_439,194.0,66.08,201.9,1000.0,802.8,192.2,88.46,41.7,57.28,33.96,35.26,9742000.0,0.4811,-7.482,0.0,0.0115555,-0.118549,0.0357517
case_4393,geom_439,194.0,66.08,201.9,1000.0,802.8,192.2,88.46,41.7,57.28,33.96,11.62,11790000.0,0.1713,18.53,0.0,0.0635844,0.240645,-0.0826886
case_4394,geom_439,194.0,66.08,201.9,1000.0,802.8,192.2,88.46,41.7,57.28,33.96,26.96,18390000.0,0.2198,2.941,0.0,0.00722691,0.0462116,-0.0139563
case_4395,geom_439,194.0,66.08,201.9,1000.0,802.8,192.2,88.46,41.7,57.28,33.96,36.46,16230000.0,0.3463,0.67,0.0,0.0043145,0.0114682,-0.00345982
case_4396,geom_439,194.0,66.08,201.9,1000.0,802.8,192.2,88.46,41.7,57.28,33.96,19.31,21140000.0,0.2855,16.74,0.0,0.0537021,0.212608,-0.0725707
case_4397,geom_439,194.0,66.08,201.9,1000.0,802.8,192.2,88.46,41.7,57.28,33.96,22.66,45370000.0,0.3867,-3.403,0.0,0.00505163,-0.0522435,0.0154577
case_4398,geom_439,194.0,66.08,201.9,1000.0,802.8,192.2,88.46,41.7,57.28,33.96,3.364,1797000.0,0.09913,-6.892,0.0,0.0193807,-0.104991,0.0329086
case_4399,geom_439,194.0,66.08,201.9,1000.0,802.8,192.2,88.46,41.7,57.28,33.96,4.395,74680000.0,0.453,11.82,0.0,0.0259937,0.145645,-0.0442626
case_4400,geom_440,174.4,115.2,402.5,1000.0,621.6,193.0,69.48,42.65,49.74,29.08,18.75,597600.0,0.09721,4.74,0.0,0.0201128,0.110177,-0.0385472
case_4401,geom_440,174.4,115.2,402.5,1000.0,621.6,193.0,69.48,42.65,49.74,29.08,10.74,4702000.0,0.1448,11.01,0.0,0.0292216,0.243159,-0.0842221
case_4402,geom_440,174.4,115.2,402.5,1000.0,621.6,193.0,69.48,42.65,49.74,29.08,37.5,4953000.0,0.2397,15.17,0.0,0.0462483,0.294018,-0.0996501
case_4405,geom_440,174.4,115.2,402.5,1000.0,621.6,193.0,69.48,42.65,49.74,29.08,26.2,18930000.0,0.4755,17.85,0.0,0.0779489,0.292762,-0.104156
case_4406,geom_440,174.4,115.2,402.5,1000.0,621.6,193.0,69.48,42.65,49.74,29.08,15.99,19280000.0,0.2175,-4.754,0.0,0.0097789,-0.107225,0.0368513
case_4407,geom_440,174.4,115.2,402.5,1000.0,621.6,193.0,69.48,42.65,49.74,29.08,22.29,31140000.0,0.29,-7.06,0.0,0.0116742,-0.163786,0.0564478
case_4408,geom_440,174.4,115.2,402.5,1000.0,621.6,193.0,69.48,42.65,49.74,29.08,32.93,4724000.0,0.07938,-2.695,0.0,0.0180306,-0.0577806,0.0199086
case_4409,geom_440,174.4,115.2,402.5,1000.0,621.6,193.0,69.48,42.65,49.74,29.08,28.81,33910000.0,0.3571,1.654,0.0,0.00495439,0.0448233,-0.0159066
case_4410,geom_441,199.2,67.68,307.8,1000.0,750.3,266.9,68.61,49.23,56.92,33.93,27.82,5229000.0,0.1575,5.517,0.0,0.0146911,0.121101,-0.0471632
